종목코드,회사명,업종,기업개요,시가총액,마켓타입
003560,아이에이치큐,"영화, 비디오물, 방송프로그램 제작 및 배급업","동사는 PP사로써 방송프로그램을 자체 제작하거나 외부에서 구입하여 SO, 위성방송, IPTV 플랫폼에 공급하고 있으며 맛있는 녀석들 나혼자산다 등의 프로그램을 자체 제작 중. 주요 종속회사 등을 통해 영화 제작 및 매지니먼트업 등을 영위 중이며 장혁, 황제성, 양파, 양수경 등의 연기자 및 가수 등과 전속 계약을 체결. IHQ, IHQ Show, IHQ Drama 등 채널을 운영 중으로 수신료 매출, 광고매출 수익을 실현 중.",647,KOSPI
009320,아진전자부품,자동차 신품 부품 제조업,"동사는 2010년 아진산업에 인수되어 전장부품 개발 강화를 통해 전장매출 증가됨에 따라 기존 전자부품에서 자동차 전장부품으로 업종이 변경되었음. 주요 제품인 자동차 전장 부품 등을 생산하는 완성차 업계의 2차 공급업체로 국내 주요거래처로는 한온시스템, 에이치엘만도 주식회사, 현대모비스 등이 있음. 현대/기아차의 1차 협력사로  등록되어 전기차 배터리 승온 히터, PTC 히터 제품에 대해 직접적으로 현대/기아차에 공급을 하게됨.",528,KOSPI
023960,에쓰씨엔지니어링,토목 건설업,"1971년에 미원그룹의 계열사인 내쇼날화공기계로 창업되어 2006년 7월 2일에 상호가 에쓰씨엔지니어링으로 변경되었음. 산업설비건설업을 기반으로 정밀화학, Bio Chemical, 제약, 식품, 환경, 에너지 및 기타 산업 플랜트 분야에 대한 설계 및 시공 업체임. 각종 산업기계의 설비 제작과 대형플랜트설비의 Turn-Key Base Project 등의 사업 등을 주요 사업으로 하고 있음.",673,KOSPI
066970,엘앤에프,일차전지 및 이차전지 제조업,동사는 2000년 설립돼 2003년 코스닥 시장에 주식을 상장함. 2차전지 양극활물질과 그에 관련된 소재 제조 및 판매를 국내 순수자본 기업으로는 최초로 안전성이 탁월하고 가격이 저렴하지만 개발 및 양산이 매우 어려운 니켈복합계의 양산기술 개발에 성공함. 중국에 위치한 무석광미래신재료유한공사와 경북 김천에 위치한 제이에이치화학공업을 연결대상 종속회사로 보유함.,37022,KOSPI
000670,영풍,1차 비철금속 제조업,"1949년 11월 설립되어 아연괴 및 기타 유가금속등을 제조, 판매하는 종합비철금속제련회사로 비철금속을 제련하는 사업을 영위하고 있음. 자회사를 통해 인쇄회로기판 제조업, 반도체 패키지업, 용역, 농업 등을 영위하고 있으며 당기말 현재 총 14개의 연결대상 종속회사를 보유 중임. 당기말 기준 사업부문별 매출비중은 제련 37.49%, 전자부품 71.82%, 반도체 4.42%, 상품중계 0.14% 및 연결조정 -13.94%로 구성됨.",7773,KOSPI
007310,오뚜기,기타 식품 제조업,"동사와 그 종속기업은 건조식품, 양념소스, 유지, 면, 농수산 가공식품 등 다양한 종류의 식품을 국내/외 주요 사업장에서 제조 및 판매를 영위함. 현재 안양, 대풍, 삼남, 포승 등에 제조시설을 갖추고 있으며, 각 종속기업들은 파주, 음성, 고성 등에 제조시설을 기반으로 사업을 영위함. 해외 사업장으로는 미국, 베트남, 뉴질랜드, 중국 등으로 판매/제조시설을 운영하고 있음.",15751,KOSPI
006980,우성,"곡물가공품, 전분 및 전분제품 제조업","동사 및 종속기업은 배합사료 전문 업체로 가축용 배합사료 및 양어, 반려동물 사료의 제조, 판매업을 영위하고 있음. 고품질, 친환경 배합사료 제품의 생산 및 고수익형 사업구조 구축을 위해 국내외 유수의 연구기관과의 컨설팅 계약 등을 체결함. 주요 매출경로는 축산업자 및 양식업자 등 사양가와의 직거래로 이루어지며, 대리점 및 농/축협 등을 통해서도 활발한 영업활동이 이루어지고 있음.",508,KOSPI
105840,우진,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","1980년 5월 13일에 산업용 계측기의 제조, 판매 등을 주 영업목적으로 설립되었으며, 2010년 7월 26일에 한국거래소에 상장한 주권상장법인임. 축적된 계측기 관련 기술력을 응용하여 원자력발전소용 계측기를 핵심사업으로 영위하고 있으며, 이외에 철강산업용 자동화장치, 설비진단시스템, 온도센서, 계측정비를 주요 사업으으로 하고 있음. 국내외 가동 원전에서 발생하는 교체 및 유지보수를 위한 계측기를 지속적으로 납품하고 있음.",1654,KOSPI
008600,윌비스,생활용품 도매업,"동사의 주요 사업은 섬유사업과 교육사업으로, 섬유사업은 1973년, 교육사업은 2008년부터 사업을 영위하고 있음. 각 사업의 매출비중은 2024년 2분기 기준 섬유사업 70.82%, 교육사업 29.06%로 구성. 섬유부문은 주로 제품 수출, 교육부문은 내수로 매출이 발생함. 섬유사업의 주요 제품으로는 KNIT, 수영복이 있으며, 모든 제품은 종속회사인 해외법인 생산지(인도네시아, 캄보디아, 도미니카공화국, 아이티 등)에서 생산.",245,KOSPI
077500,유니퀘스트,기계장비 및 관련 물품 도매업,"비메모리반도체 솔루션 공급사업을 영위할 목적으로 1993년 개인회사로 시작하여 1995년 11월 법인으로 전환함. 해외 유수의 비메모리 반도체 제조사로부터 우수한 반도체를 국내시장에 공급할 수 있는 대리점계약을 통해 반도체를 포함한 기술지원, 교육 등 토탈솔루션사업을 영위함. 당분기말 현재 종속회사는 제이에스산업개발 1개사이며, 2023년 10월 투자부문을 인적분할해 드림텍으로 합병함.",947,KOSPI
025820,이구산업,1차 비철금속 제조업,"1968년 9월에 산업용 동판 제조 및 판매를 목적으로 설립되었음. 1968년 설립된 비철금속전문 제조업체로 연간 60,000톤의 생산능력을 갖추고 있는 회사로서 국내 수요의 20%이상을 공급하고 있음. 자동차 부품을 비롯해 반도체, 전기, 전자제품, 주방용품, 기계장치, 건축재 등 쓰임새가 광범위하며 생활용품부터 첨단소재에 이르기까지 제조업 전반에 폭넓게 사용되는 비철금속의 대표적인 기초 소재업체임.",1328,KOSPI
006490,인스코비,전기 통신업,"동사는 1970년 2월 설립되어 MVNO(알뜰폰), 스마트그리드, 시계 제조 및 판매, 바이오 관련 사업을 주요 사업으로 하고 있음. 녹색성장과 관련된 그린에너지 사업으로 스마트그리드사업을 영위하고 있으며, 손목시계(오딘, 돌핀 등)제조 및 유통, 바이오사업, MVNO(알뜰폰)사업 등을 영위하고 있음. 동사의 자회사인 프리텔레콤은 국내에서 유일하게 이동통신 3사의 모든 이동통신망을 제공하는 알뜰폰 사업자임.",1540,KOSPI
348950,제이알글로벌리츠,부동산 임대 및 공급업,정보 없음,5714,KOSPI
001630,종근당홀딩스,의약품 제조업,"동사는 1941년 5월 7일 ""궁본약방""으로 창업되었으며, 1956년 1월 10일 의약품 제조 및 판매업을 사업 목적으로 ""주식회사 종근당 제약사""로 법인 등록했음. 2013년 11월 2일을 분할기준일로 투자사업부문을 담당하는 존속법인 종근당홀딩스와 의약품사업부문을 담당하는 신설회사인 종근당으로 인적분할했음. 동사의 매출액은 경영자문료, 브랜드사용료, 배당금수익 등으로 구성됨.",2540,KOSPI
088790,진도,기타 전문 도매업,"2006년 3월 설립된 국내 모피시장 1위 기업으로 모피제품을 제조, 판매하는 단일사업업체임. 백화점 중심의 프리미엄 모피의류 진도모피, 영케주얼 모피의류 엘페, 백화점, 아울렛, 대리점 중심인 여성 기성의류 우바, 홈쇼핑/온라인 중심의 영업중인 중저가 모피브랜드 끌레베 등 총 4개의 브랜드를 운영중에 있음. 주로 백화점, 프리미엄아울렛, 대리점, 직영점, 홈쇼핑, 온라인 등을 통해 유통하며, 중국 북경에 현지법인을 두고 있음.",229,KOSPI
011000,진원생명과학,의약품 제조업,"동사는 초기에 의류용 심지 전문 제조와 판매를 목적으로 1976년에 설립되어, 1987년 유가증권시장에 상장함. 주요 목적사업은 생명공학을 이용한 의약품 개발 등으로 확장한 상태이며, 핵산 기반 바이오 신약과 항염증 치료 신약 등의 신약 개발 사업을 진행하고 있음. 2024년 2분기 현재 플라스미드 제조, 심지 제조 및 생산을 영위하는 2개의 연결대상 종속회사를 보유중.",1749,KOSPI
000650,천일고속,육상 여객 운송업,"동사는 1949년 설립 후, 여객자동차운송사업, 부동산매매 및 임대업을 목적 사업으로 영위하고 있음. 전국을 영업장으로 하고 있으나 지정된 노선에 따라 운행 횟수를 공동으로 조정하여 시장이 아주 제한되어 있다는 산업적 특성을 지니며 여객운송업으로서 최신장비(고속버스) 투입 등 서비스 개선을 위한 노력을 지속함. 여객운송업은 경유 가격의 변동에 영향을 받고 있으며, 주 거래처는 SK에너지(주) 이며 특수관계에 해당하지 않음.",540,KOSPI
001620,케이비아이동국실업,자동차 신품 부품 제조업,"동사 및 연결종속회사는 플라스틱 사출성형 및 BLOW 중공성형 기술을 바탕으로 자동차 내외장재를 생산 및 공급하는 자동차부품 제조부문과 토목시설물 건설부문을 사업으로 영위함. 주요 고객사인 현대차/기아 외 강소모비스, Volkswagen, BMW, GM 등 각지 고객사에 모듈형 부품을 납품 중. 자동차부품 제조부문이 매출액의 98%를 차지하고 있으며 해당 부문의 대표제품으로는 크래쉬패드, 콘솔, 글러브박스, 러기지보드 등임.",595,KOSPI
357120,코람코라이프인프라리츠,부동산 임대 및 공급업,정보 없음,4122,KOSPI
002020,코오롱,기타 금융업,"동사는 1957년 설립되어 1975년 유가증권 시장에 상장했으며, 2009년말 인적분할하여 주요 사업부문을 코오롱인더스트리로 포괄이전하고 투자사업과 임대사업만을 전담하는 지주회사임. 주된 사업은 자회사의 사업내용 경영지도/정리/육성하는 지주사업, 브랜드 상표권 등 지적재산권의 라이센스 사업, 부동산, 각종 용역사업 등. 연결대상 종속법인으로 코오롱글로벌, 코오롱베니트, 코오롱제약 등 7개 주요 종속회사를 포함한 23개사를 보유함.",1682,KOSPI
005740,크라운해태홀딩스,기타 금융업,"동사는 2017년 3월 1일을 분할기일로 하여 투자사업부문과 식품사업부문을 인적분할의 방법으로 분할하였음. 분할되는 회사는 식품제조 및 판매를 담당하는 식품사업부문과 자회사 지분의 관리 및 투자를 목적으로 하는 투자사업부문의 분리를 통하여 지주회사로 전환함. 동사와 그 주요 종속회사의 사업부문은 지주부문, 제과부문(크라운제과, 해태제과식품, 훼미리식품), 기타부문(아트밸리)으로 나뉘고 있음.",809,KOSPI
039490,키움증권,금융 지원 서비스업,"2000년 온라인 주식 위탁영업에 특화된 증권사로 시작하였으며, 키움투자자산운용, 키움저축은행, 키움YES저축은행, 키움인베스트먼트 등의 종속회사가 있음. 우수한 시스템과 가격 경쟁력을 기반으로 브로커리지 부문에서 2005년 이후 19년 연속 주식시장 점유율 1위를 기록함. IB부문 강화, 안정적인 PI수익 추구, 대형 홀세일하우스 구축을 추진하는 등 포트폴리오를 다각화함. 2022년 4월 국내 9번째 종합금융투자사업자로 지정됨.",31245,KOSPI
084870,티비에이치글로벌,봉제의복 제조업,"동사는 2000년 12월에 설립되어 2005년 유가증권시장에 상장함. 의류사업, 임대사업을 영위함. 비즈니스 캐주얼 브랜드 마인드브릿지, 여성 의류 브랜드 쥬시쥬디 및 캐주얼 브랜드 베이직하우스 등 3개의 직접 브랜드를 운영함. 2022년 초 영국 브랜드 아쿠아스큐텀(Aquascutum)과 라이선스 계약을 체결 후 국내 홈쇼핑 최초로 여성복 라인을 런칭하였으며, 그 외의 라이선스 브랜드를 일부 추가 운영하고 있음.",259,KOSPI
152550,한국ANKOR유전,신탁업 및 집합투자업,정보 없음,244,KOSPI
123890,한국자산신탁,신탁업 및 집합투자업,"동사는 2001년 3월 설립되어, 주요사업은 부동산 신탁업을 영위하고 있음. 수탁 부동산의 개발사업을 수행하기 위한 건설사업, 건축물 유지 및 관리업, 부동산임대업 및 판매업, 기타 부동산의 개발, 관리, 처분과 관련된 일체의 업무를 영위하고 있음. 신규사업으로는 도시재생사업 지출의 선도적 역할을 수행할 수 있는 도시정비사업과 기업형 민간 임대주택사업(뉴스테이)을 추진하고 있음.",3490,KOSPI
